Time,Signal_Type,Value
16983,ALARMA_MEDIA,-5
16984.1,CAUDAL_ACTUADOR,183.067
17379.1,CAUDAL_ACTUADOR,178.489
17402.1,CAUDAL_ACTUADOR,182.497
17535.1,CAUDAL_ACTUADOR,155.553
17889.1,CAUDAL_ACTUADOR,151.601
17895,ALARMA_MEDIA,-5
17898.3,CAUDAL_ACTUADOR,155.47
17949.3,CAUDAL_ACTUADOR,190.298
17955,ALARMA_MEDIA,-5
17960,ALARMA_CRITICA,-6
17960.5,CAUDAL_ACTUADOR,0
17977,CONFIRMACION_ENFERMERO,-2
17979.3,CAUDAL_ACTUADOR,153.252
17984,ALARMA_MEDIA,-5
17985.2,CAUDAL_ACTUADOR,152.274
17989,ALARMA_CRITICA,-6
17989.2,CAUDAL_ACTUADOR,0
18019,ALARMA_CRITICA,-6
18029,ALARMA_CRITICA,-6
18039,ALARMA_CRITICA,-6
18049,ALARMA_CRITICA,-6
18059,ALARMA_CRITICA,-6
18069,ALARMA_CRITICA,-6
18079,ALARMA_CRITICA,-6
18089,ALARMA_CRITICA,-6
18099,ALARMA_CRITICA,-6
18109,ALARMA_CRITICA,-6
18119,ALARMA_CRITICA,-6
18129,ALARMA_CRITICA,-6
18139,ALARMA_CRITICA,-6
18149,ALARMA_CRITICA,-6
18150,CONFIRMACION_ENFERMERO,-2
18150.2,CAUDAL_ACTUADOR,160.637
18724.2,CAUDAL_ACTUADOR,168.915
18736.2,CAUDAL_ACTUADOR,152.168
18742,ALARMA_MEDIA,-5
18745.5,CAUDAL_ACTUADOR,184.078
19271.5,CAUDAL_ACTUADOR,153.575
19277,ALARMA_MEDIA,-5
19279.2,CAUDAL_ACTUADOR,164.544
19280.3,CAUDAL_ACTUADOR,151.542
19286,ALARMA_MEDIA,-5
19291,ALARMA_CRITICA,-6
19291.2,CAUDAL_ACTUADOR,0
19321,ALARMA_CRITICA,-6
19331,ALARMA_CRITICA,-6
19341,ALARMA_CRITICA,-6
19351,ALARMA_CRITICA,-6
19361,ALARMA_CRITICA,-6
19371,ALARMA_CRITICA,-6
19381,ALARMA_CRITICA,-6
19391,ALARMA_CRITICA,-6
19401,ALARMA_CRITICA,-6
19411,ALARMA_CRITICA,-6
19421,ALARMA_CRITICA,-6
19431,ALARMA_CRITICA,-6
19441,ALARMA_CRITICA,-6
19451,ALARMA_CRITICA,-6
19461,ALARMA_CRITICA,-6
19471,ALARMA_CRITICA,-6
19481,ALARMA_CRITICA,-6
19491,ALARMA_CRITICA,-6
19493,CONFIRMACION_ENFERMERO,-2
19493.3,CAUDAL_ACTUADOR,164.632
19533.3,CAUDAL_ACTUADOR,159.246
20004.3,CAUDAL_ACTUADOR,153.619
20010,ALARMA_MEDIA,-5
20012.4,CAUDAL_ACTUADOR,164.097
20013.4,CAUDAL_ACTUADOR,177.746
20133.4,CAUDAL_ACTUADOR,189.974
20139,ALARMA_MEDIA,-5
20144,ALARMA_CRITICA,-6
20144.4,CAUDAL_ACTUADOR,0
20174,ALARMA_CRITICA,-6
20184,ALARMA_CRITICA,-6
20191,CONFIRMACION_ENFERMERO,-2
20193.3,CAUDAL_ACTUADOR,162.497
20264.3,CAUDAL_ACTUADOR,173.863
20441.3,CAUDAL_ACTUADOR,178.268
20567.3,CAUDAL_ACTUADOR,154.899
20813.3,CAUDAL_ACTUADOR,174.843
20848,ORDEN_MEDICA,5
20850.2,CAUDAL_ACTUADOR,4.6664
20877.2,CAUDAL_ACTUADOR,4.98044
21383.2,CAUDAL_ACTUADOR,5.05843
21392.2,CAUDAL_ACTUADOR,5.36908
21784.2,CAUDAL_ACTUADOR,5.52449
21790,ALARMA_MEDIA,-5
21791.1,CAUDAL_ACTUADOR,4.49562
21795,ALARMA_CRITICA,-6
21795.2,CAUDAL_ACTUADOR,0
21825,ALARMA_CRITICA,-6
21835,ALARMA_CRITICA,-6
21845,ALARMA_CRITICA,-6
21855,ALARMA_CRITICA,-6
21865,ALARMA_CRITICA,-6
21875,ALARMA_CRITICA,-6
21885,ALARMA_CRITICA,-6
21895,ALARMA_CRITICA,-6
21905,ALARMA_CRITICA,-6
21908,CONFIRMACION_ENFERMERO,-2
21908.4,CAUDAL_ACTUADOR,5.06862
22146.4,CAUDAL_ACTUADOR,5.29308
22242.4,CAUDAL_ACTUADOR,4.42784
22248,ALARMA_MEDIA,-5
22249.4,CAUDAL_ACTUADOR,4.78228
22377.6,ORDEN_MEDICA,33
22378.4,CAUDAL_ACTUADOR,4.57756
22378.7,CAUDAL_ACTUADOR,30.713
22707.7,CAUDAL_ACTUADOR,32.6357
22782.7,CAUDAL_ACTUADOR,29.7604
23075.7,CAUDAL_ACTUADOR,32.601
23397.3,ORDEN_MEDICA,87
23398.5,CAUDAL_ACTUADOR,77.8225
23404,ALARMA_MEDIA,-5
23407.4,CAUDAL_ACTUADOR,76.6733
23409,ALARMA_CRITICA,-6
23409.4,CAUDAL_ACTUADOR,0
23439,ALARMA_CRITICA,-6
23449,ALARMA_CRITICA,-6
23459,ALARMA_CRITICA,-6
23469,ALARMA_CRITICA,-6
23479,ALARMA_CRITICA,-6
23489,ALARMA_CRITICA,-6
23499,ALARMA_CRITICA,-6
23509,ALARMA_CRITICA,-6
23519,ALARMA_CRITICA,-6
23529,ALARMA_CRITICA,-6
23539,ALARMA_CRITICA,-6
23549,ALARMA_CRITICA,-6
23559,ALARMA_CRITICA,-6
23569,ALARMA_CRITICA,-6
23576,CONFIRMACION_ENFERMERO,-2
23576,CAUDAL_ACTUADOR,87.4288
23660,CAUDAL_ACTUADOR,93.3974
24157,CAUDAL_ACTUADOR,82.1379
24327,CAUDAL_ACTUADOR,95.4076
24372,CAUDAL_ACTUADOR,96.0619
24378,ALARMA_MEDIA,-5
24379.3,CAUDAL_ACTUADOR,76.8016
24380.3,CAUDAL_ACTUADOR,95.2752
24868.3,CAUDAL_ACTUADOR,93.8863
25302.3,CAUDAL_ACTUADOR,90.6177
25839.3,CAUDAL_ACTUADOR,85.9497
26041.3,FIN_BOLSA,-1
26041.3,ALARMA_BAJA,-4
26096.7,CAUDAL_ACTUADOR,0
26151.3,CONFIRMACION_ENFERMERO,-2
26151.7,CAUDAL_ACTUADOR,84.3021
