Time,Signal_Type,Value
68355,ALARMA_CRITICA,-6
68365,ALARMA_CRITICA,-6
68375,ALARMA_CRITICA,-6
68378,CONFIRMACION_ENFERMERO,-2
68378.3,CAUDAL_ACTUADOR,57.7114
68521.3,CAUDAL_ACTUADOR,68.542
68527,ALARMA_MEDIA,-5
68530.4,CAUDAL_ACTUADOR,55.9011
68843.4,CAUDAL_ACTUADOR,67.3485
68848.4,CAUDAL_ACTUADOR,67.4657
69248.4,CAUDAL_ACTUADOR,67.2772
69268.4,CAUDAL_ACTUADOR,68.4388
69274,ALARMA_MEDIA,-5
69276.1,CAUDAL_ACTUADOR,54.5607
69278,ALARMA_CRITICA,-6
69278.3,CAUDAL_ACTUADOR,0
69308,ALARMA_CRITICA,-6
69314,CONFIRMACION_ENFERMERO,-2
69316.2,CAUDAL_ACTUADOR,58.535
69346.2,CAUDAL_ACTUADOR,59.233
69363.2,CAUDAL_ACTUADOR,55.7561
69369,ALARMA_MEDIA,-5
69373,ALARMA_CRITICA,-6
69373.1,CAUDAL_ACTUADOR,0
69403,ALARMA_CRITICA,-6
69413,ALARMA_CRITICA,-6
69423,ALARMA_CRITICA,-6
69433,ALARMA_CRITICA,-6
69439,CONFIRMACION_ENFERMERO,-2
69441.1,CAUDAL_ACTUADOR,69.2844
69446,ALARMA_MEDIA,-5
69451,ALARMA_CRITICA,-6
69451.2,CAUDAL_ACTUADOR,0
69481,ALARMA_CRITICA,-6
69491,ALARMA_CRITICA,-6
69501,ALARMA_CRITICA,-6
69511,ALARMA_CRITICA,-6
69521,ALARMA_CRITICA,-6
69531,ALARMA_CRITICA,-6
69533,CONFIRMACION_ENFERMERO,-2
69535.2,CAUDAL_ACTUADOR,66.7281
69890.2,CAUDAL_ACTUADOR,64.8642
70328.2,CAUDAL_ACTUADOR,60.2125
70613.2,CAUDAL_ACTUADOR,59.624
71126.2,CAUDAL_ACTUADOR,55.1565
71132,ALARMA_MEDIA,-5
71133.1,CAUDAL_ACTUADOR,59.5768
71432.6,ORDEN_MEDICA,195
71434.8,CAUDAL_ACTUADOR,194.421
71836.8,CAUDAL_ACTUADOR,197.745
72289.8,CAUDAL_ACTUADOR,189.894
72630.8,CAUDAL_ACTUADOR,197.216
72774.8,CAUDAL_ACTUADOR,192.514
72866.8,CAUDAL_ACTUADOR,197.724
72883.9,ORDEN_MEDICA,166
72883.9,CAUDAL_ACTUADOR,175.095
73217.9,CAUDAL_ACTUADOR,184.693
73223,ALARMA_MEDIA,-5
73228,ALARMA_CRITICA,-6
73228.3,CAUDAL_ACTUADOR,0
73258,ALARMA_CRITICA,-6
73268,ALARMA_CRITICA,-6
73278,ALARMA_CRITICA,-6
73288,ALARMA_CRITICA,-6
73298,ALARMA_CRITICA,-6
73308,ALARMA_CRITICA,-6
73318,ALARMA_CRITICA,-6
73328,ALARMA_CRITICA,-6
73338,ALARMA_CRITICA,-6
73348,ALARMA_CRITICA,-6
73358,ALARMA_CRITICA,-6
73368,ALARMA_CRITICA,-6
73378,ALARMA_CRITICA,-6
73383,CONFIRMACION_ENFERMERO,-2
73385.2,CAUDAL_ACTUADOR,167.069
73611.2,CAUDAL_ACTUADOR,185.501
73617,ALARMA_MEDIA,-5
73620.2,CAUDAL_ACTUADOR,175.918
74177.2,CAUDAL_ACTUADOR,171.883
74250.2,CAUDAL_ACTUADOR,161.517
74790.2,CAUDAL_ACTUADOR,148.288
74796,ALARMA_MEDIA,-5
74797.2,CAUDAL_ACTUADOR,167.577
74814.2,CAUDAL_ACTUADOR,163.196
75359.2,CAUDAL_ACTUADOR,168.516
75690.2,CAUDAL_ACTUADOR,180.864
75785.2,CAUDAL_ACTUADOR,174.666
76143.2,CAUDAL_ACTUADOR,171.985
76404.2,CAUDAL_ACTUADOR,183.258
76410,ALARMA_MEDIA,-5
76415,ALARMA_CRITICA,-6
76415,CAUDAL_ACTUADOR,0
76445,ALARMA_CRITICA,-6
76455,ALARMA_CRITICA,-6
76465,ALARMA_CRITICA,-6
76475,ALARMA_CRITICA,-6
76485,ALARMA_CRITICA,-6
76495,ALARMA_CRITICA,-6
76505,ALARMA_CRITICA,-6
76515,ALARMA_CRITICA,-6
76525,ALARMA_CRITICA,-6
76535,ALARMA_CRITICA,-6
76545,ALARMA_CRITICA,-6
76549,CONFIRMACION_ENFERMERO,-2
76549.3,CAUDAL_ACTUADOR,159.627
76590.3,CAUDAL_ACTUADOR,151.827
76954.3,CAUDAL_ACTUADOR,177.656
77059.3,CAUDAL_ACTUADOR,170.504
77266.3,CAUDAL_ACTUADOR,168.739
77390.3,CAUDAL_ACTUADOR,167.284
77540.3,CAUDAL_ACTUADOR,148.437
77546,ALARMA_MEDIA,-5
77551,ALARMA_CRITICA,-6
77551.5,CAUDAL_ACTUADOR,0
77581,ALARMA_CRITICA,-6
77591,ALARMA_CRITICA,-6
77601,ALARMA_CRITICA,-6
77611,ALARMA_CRITICA,-6
77619,CONFIRMACION_ENFERMERO,-2
77621,CAUDAL_ACTUADOR,157.391
77953,CAUDAL_ACTUADOR,146.911
77959,ALARMA_MEDIA,-5
77964,ALARMA_CRITICA,-6
77964.1,CAUDAL_ACTUADOR,0
77994,ALARMA_CRITICA,-6
78003,CONFIRMACION_ENFERMERO,-2
78003,CAUDAL_ACTUADOR,159.072
78192,CAUDAL_ACTUADOR,178.822
78713,CAUDAL_ACTUADOR,165.211
79012,CAUDAL_ACTUADOR,159.2
79231,CAUDAL_ACTUADOR,176.205
79295,CAUDAL_ACTUADOR,185.615
79301,ALARMA_MEDIA,-5
79306,ALARMA_CRITICA,-6
79306.4,CAUDAL_ACTUADOR,0
79336,ALARMA_CRITICA,-6
79346,ALARMA_CRITICA,-6
79356,ALARMA_CRITICA,-6
79366,ALARMA_CRITICA,-6
79376,ALARMA_CRITICA,-6
79383,CONFIRMACION_ENFERMERO,-2
79383.5,CAUDAL_ACTUADOR,154.51
79900.5,CAUDAL_ACTUADOR,156.62
80095.5,FIN_BOLSA,-1
80095.5,ALARMA_BAJA,-4
80135,CAUDAL_ACTUADOR,0
80233.5,CONFIRMACION_ENFERMERO,-2
80233.6,CAUDAL_ACTUADOR,173.59
80469.6,CAUDAL_ACTUADOR,177.673
80777.6,CAUDAL_ACTUADOR,159.14
81227.6,CAUDAL_ACTUADOR,173.037
81689.6,CAUDAL_ACTUADOR,157.202
82224.6,CAUDAL_ACTUADOR,170.35
82750.6,CAUDAL_ACTUADOR,171.525
82979.6,CAUDAL_ACTUADOR,161.237
83143.6,CAUDAL_ACTUADOR,166.213
83259.6,CAUDAL_ACTUADOR,164.696
83641.6,CAUDAL_ACTUADOR,184.752
83647,ALARMA_MEDIA,-5
83652,ALARMA_CRITICA,-6
83652.2,CAUDAL_ACTUADOR,0
83682,ALARMA_CRITICA,-6
83692,ALARMA_CRITICA,-6
83702,ALARMA_CRITICA,-6
83712,ALARMA_CRITICA,-6
83722,ALARMA_CRITICA,-6
83732,ALARMA_CRITICA,-6
83742,ALARMA_CRITICA,-6
83752,ALARMA_CRITICA,-6
83758,CONFIRMACION_ENFERMERO,-2
83760.2,CAUDAL_ACTUADOR,182.316
83977.2,CAUDAL_ACTUADOR,181.63
84137.6,ORDEN_MEDICA,152
84139.7,CAUDAL_ACTUADOR,155.989
84168.7,CAUDAL_ACTUADOR,134.188
84174,ALARMA_MEDIA,-5
84177,CAUDAL_ACTUADOR,157.151
84178.2,CAUDAL_ACTUADOR,164.223
84754.2,CAUDAL_ACTUADOR,168.192
84760,ALARMA_MEDIA,-5
84762,CAUDAL_ACTUADOR,151.407
84763.2,CAUDAL_ACTUADOR,143.582
84817.2,CAUDAL_ACTUADOR,160.578
84921.2,CAUDAL_ACTUADOR,167.735
84927,ALARMA_MEDIA,-5
84932,ALARMA_CRITICA,-6
84932.2,CAUDAL_ACTUADOR,0
84962,ALARMA_CRITICA,-6
84972,ALARMA_CRITICA,-6
84982,ALARMA_CRITICA,-6
84992,ALARMA_CRITICA,-6
85002,ALARMA_CRITICA,-6
85007,CONFIRMACION_ENFERMERO,-2
85007.2,CAUDAL_ACTUADOR,156.458
85126.7,ORDEN_MEDICA,143
85127.1,CAUDAL_ACTUADOR,133.757
85688.1,CAUDAL_ACTUADOR,156.481
86168.1,CAUDAL_ACTUADOR,128.941
86310.1,CAUDAL_ACTUADOR,125.951
86316,ALARMA_MEDIA,-5
86317.3,CAUDAL_ACTUADOR,148.406
86318.5,CAUDAL_ACTUADOR,155.455
